crop,year,season,state,area,production,fertilizer,pesticide,yield
Potato,2016,Rabi       ,Bihar,92721,1263936,14209493.25,32452.35,14.89184211
Potato,2016,Winter     ,Bihar,71980,882007,11030935,25193,13.02875
Ragi,2016,Kharif     ,Bihar,4777,3456,732075.25,1671.95,0.756
Rapeseed &Mustard,2016,Rabi       ,Bihar,82770,97684,12684502.5,28969.5,1.115263158
Rice,2016,Autumn     ,Bihar,556827,949371,85333737.75,194889.45,1.736153846
Rice,2016,Summer     ,Bihar,84323,224329,12922499.75,29513.05,2.493333333
Rice,2016,Winter     ,Bihar,2698627,7065073,413564587.8,944519.45,2.571052632
Safflower,2016,Rabi       ,Bihar,107,87,16397.75,37.45,0.912
Sannhamp,2016,Kharif     ,Bihar,1201,971,184053.25,420.35,0.832
Sesamum,2016,Kharif     ,Bihar,2032,1777,311404,711.2,0.9192
Small millets,2016,Kharif     ,Bihar,4080,3095,625260,1428,0.79
Sugarcane,2016,Whole Year ,Bihar,239567,13036006,36713642.75,83848.45,65.16235294
Sunflower,2016,Rabi       ,Bihar,10286,14685,1576329.5,3600.1,1.42125
Tobacco,2016,Whole Year ,Bihar,10046,17692,1539549.5,3516.1,1.755
Turmeric,2016,Whole Year ,Bihar,3063,3082,469404.75,1072.05,1.010909091
Urad,2016,Kharif     ,Bihar,12983,11491,1989644.75,4544.05,0.904137931
Wheat,2016,Rabi       ,Bihar,2105811,5985841,322715535.8,737033.85,2.781315789
Arhar/Tur,2016,Kharif     ,Chhattisgarh,63505,39056,9732141.25,22226.75,0.592962963
Bajra,2016,Kharif     ,Chhattisgarh,90,50,13792.5,31.5,0.71
Bajra,2016,Whole Year ,Chhattisgarh,1157,25093,177310.25,404.95,22.46304348
Barley,2016,Rabi       ,Chhattisgarh,2065,1879,316461.25,722.75,0.964285714
Castor seed,2016,Kharif     ,Chhattisgarh,114,31,17470.5,39.9,0.22
Coriander,2016,Whole Year ,Chhattisgarh,2336,677,357992,817.6,0.281923077
Cotton(lint),2016,Whole Year ,Chhattisgarh,79,147,12106.75,27.65,2.162
Dry chillies,2016,Whole Year ,Chhattisgarh,6776,4418,1038422,2371.6,0.645555556
Garlic,2016,Whole Year ,Chhattisgarh,1282,3212,196466.5,448.7,2.903888889
Ginger,2016,Whole Year ,Chhattisgarh,2073,2473,317687.25,725.55,1.158181818
Gram,2016,Rabi       ,Chhattisgarh,290655,338322,44542878.75,101729.25,1.172
Groundnut,2016,Kharif     ,Chhattisgarh,26726,46931,4095759.5,9354.1,1.67375
Horse-gram,2016,Kharif     ,Chhattisgarh,39873,15245,6110537.25,13955.55,0.405217391
Horse-gram,2016,Rabi       ,Chhattisgarh,3855,1122,590778.75,1349.25,0.273636364
Jowar,2016,Whole Year ,Chhattisgarh,4012,5436,614839,1404.2,1.406521739
Jute,2016,Kharif     ,Chhattisgarh,241,0,36933.25,84.35,0
Khesari,2016,Rabi       ,Chhattisgarh,222628,263154,34117741,77919.8,1.545652174
Maize,2016,Kharif     ,Chhattisgarh,120547,309324,18473827.75,42191.45,2.348518519
Masoor,2016,Rabi       ,Chhattisgarh,17080,6342,2617510,5978,0.320869565
Mesta,2016,Kharif     ,Chhattisgarh,1057,1717,161985.25,369.95,2.141764706
Moong(Green Gram),2016,Kharif     ,Chhattisgarh,9014,4071,1381395.5,3154.9,0.398148148
Moong(Green Gram),2016,Rabi       ,Chhattisgarh,6168,2367,945246,2158.8,0.3312
Niger seed,2016,Kharif     ,Chhattisgarh,60736,11387,9307792,21257.6,0.20625
Onion,2016,Whole Year ,Chhattisgarh,5075,16342,777743.75,1776.25,2.786956522
Other  Rabi pulses,2016,Rabi       ,Chhattisgarh,1090,415,167042.5,381.5,0.352105263
Other Kharif pulses,2016,Kharif     ,Chhattisgarh,4866,1718,745714.5,1703.1,0.335217391
Peas & beans (Pulses),2016,Rabi       ,Chhattisgarh,14149,5664,2168334.25,4952.15,0.3864
Potato,2016,Kharif     ,Chhattisgarh,1398,6346,214243.5,489.3,5.674166667
Potato,2016,Rabi       ,Chhattisgarh,10912,49530,1672264,3819.2,5.23826087
Ragi,2016,Kharif     ,Chhattisgarh,7183,1747,1100794.75,2514.05,0.200625
Rapeseed &Mustard,2016,Rabi       ,Chhattisgarh,42918,18433,6577183.5,15021.3,0.458148148
Rice,2016,Kharif     ,Chhattisgarh,4052587,8793273,621058957.8,1418405.45,2.076666667
Safflower,2016,Rabi       ,Chhattisgarh,218,75,33408.5,76.3,0.343636364
Sannhamp,2016,Kharif     ,Chhattisgarh,1189,565,182214.25,416.15,0.446190476
Sesamum,2016,Kharif     ,Chhattisgarh,18366,7548,2814589.5,6428.1,0.413703704
Small millets,2016,Kharif     ,Chhattisgarh,104608,30613,16031176,36612.8,0.295185185
Soyabean,2016,Kharif     ,Chhattisgarh,96241,76127,14748933.25,33684.35,1.375333333
Sugarcane,2016,Whole Year ,Chhattisgarh,31376,109583,4808372,10981.6,1.967826087
Sunflower,2016,Kharif     ,Chhattisgarh,2273,7,348337.25,795.55,0.054705882
Sweet potato,2016,Whole Year ,Chhattisgarh,2443,13498,374389.75,855.05,5.757083333
Tobacco,2016,Whole Year ,Chhattisgarh,5,3,766.25,1.75,0.6
Turmeric,2016,Whole Year ,Chhattisgarh,1875,1636,287343.75,656.25,1.0145
Urad,2016,Kharif     ,Chhattisgarh,90063,29375,13802154.75,31522.05,0.342592593
Urad,2016,Rabi       ,Chhattisgarh,4324,1198,662653,1513.4,0.301904762
Wheat,2016,Rabi       ,Chhattisgarh,102114,151078,15648970.5,35739.9,1.660769231
Arhar/Tur,2016,Kharif     ,Gujarat,348245,394108,53368546.25,121885.75,1.145454545
Bajra,2016,Kharif     ,Gujarat,179295,282188,27476958.75,62753.25,1.5624
Bajra,2016,Summer     ,Gujarat,252076,629445,38630647,88226.6,2.438214286
Banana,2016,Whole Year ,Gujarat,28500,2332252,4367625,9975,82.90272727
Castor seed,2016,Kharif     ,Gujarat,543697,1126810,83321565.25,190293.95,2.026206897
Cotton(lint),2016,Kharif     ,Gujarat,2390944,5155549,366412168,836830.4,2.946333333
Dry chillies,2016,Whole Year ,Gujarat,7349,7595,1126234.25,2572.15,1.154666667
Garlic,2016,Whole Year ,Gujarat,9462,48386,1450051.5,3311.7,4.9548
Gram,2016,Rabi       ,Gujarat,164412,184887,25196139,57544.2,1.025454545
Groundnut,2016,Kharif     ,Gujarat,1694732,2761198,259717679,593156.2,1.838
Groundnut,2016,Summer     ,Gujarat,63644,113190,9753443,22275.4,1.6528125
Guar seed,2016,Whole Year ,Gujarat,223342,148920,34227161.5,78169.7,0.67
Jowar,2016,Kharif     ,Gujarat,73286,117562,11231079.5,25650.1,1.618333333
Jowar,2016,Rabi       ,Gujarat,30139,45632,4618801.75,10548.65,1.506363636
Maize,2016,Kharif     ,Gujarat,321379,539081,49251331.75,112482.65,1.789545455
Maize,2016,Rabi       ,Gujarat,117169,277521,17956149.25,41009.15,2.16
Maize,2016,Summer     ,Gujarat,11311,24059,1733410.75,3958.85,2.081428571
Moong(Green Gram),2016,Kharif     ,Gujarat,153577,69704,23535675.25,53751.95,0.472580645
Moong(Green Gram),2016,Summer     ,Gujarat,29165,26435,4469536.25,10207.75,0.766129032
Moth,2016,Kharif     ,Gujarat,32478,15229,4977253.5,11367.3,0.477894737
Onion,2016,Rabi       ,Gujarat,42408,1104672,6499026,14842.8,26.38703704
Onion,2016,Summer     ,Gujarat,13489,400128,2067189.25,4721.15,26.55533333
Other  Rabi pulses,2016,Rabi       ,Gujarat,21716,19417,3327977,7600.6,0.775714286
Other Cereals,2016,Kharif     ,Gujarat,5937,3499,909845.25,2077.95,0.6875
Other Cereals,2016,Rabi       ,Gujarat,13867,21025,2125117.75,4853.45,1.4275
Other Kharif pulses,2016,Kharif     ,Gujarat,4791,2887,734220.75,1676.85,0.613529412
Potato,2016,Whole Year ,Gujarat,134306,3445898,20582394.5,47007.1,24.92625
Ragi,2016,Kharif     ,Gujarat,19205,23966,2943166.25,6721.75,1.133333333
Rapeseed &Mustard,2016,Rabi       ,Gujarat,200062,354388,30659501.5,70021.7,1.72375
Rice,2016,Kharif     ,Gujarat,792207,1808275,121405722.8,277272.45,2.0745
Rice,2016,Summer     ,Gujarat,55403,180196,8490509.75,19391.05,3.133333333
Sesamum,2016,Kharif     ,Gujarat,128910,68799,19755457.5,45118.5,0.540689655
Sesamum,2016,Summer     ,Gujarat,20007,16326,3066072.75,7002.45,0.673333333
Soyabean,2016,Kharif     ,Gujarat,120222,105981,18424021.5,42077.7,0.940555556
Sugarcane,2016,Whole Year ,Gujarat,157987,10786971,24211507.75,55295.45,64.44533333
Tobacco,2016,Kharif     ,Gujarat,37917,74392,5810780.25,13270.95,1.886
Tobacco,2016,Rabi       ,Gujarat,116736,388498,17889792,40857.6,3.33
Urad,2016,Kharif     ,Gujarat,193539,117650,29659851.75,67738.65,0.6584375
Urad,2016,Summer     ,Gujarat,3812,4616,584189,1334.2,0.805833333
Wheat,2016,Rabi       ,Gujarat,999370,2757755,153153452.5,349779.5,2.7428125
Arhar/Tur,2016,Kharif     ,Haryana,5600,4160,858200,1960,0.84
Bajra,2016,Kharif     ,Haryana,464300,934000,71153975,162505,2.046666667
Barley,2016,Rabi       ,Haryana,20800,75500,3187600,7280,3.608
Castor seed,2016,Kharif     ,Haryana,1800,2000,275850,630,1.073333333
Coriander,2016,Whole Year ,Haryana,2261,4004,346498.25,791.35,1.896190476
Cotton(lint),2016,Kharif     ,Haryana,571100,2046300,87521075,199885,3.212941176
Garlic,2016,Whole Year ,Haryana,3878,40764,594303.5,1357.3,10.1747619
Ginger,2016,Whole Year ,Haryana,108,1877,16551,37.8,15.10333333
Gram,2016,Rabi       ,Haryana,36900,43200,5654925,12915,1.24
Groundnut,2016,Kharif     ,Haryana,4700,5700,720275,1645,1.151666667
Horse-gram,2016,Kharif     ,Haryana,200,100,30650,70,0.5
Jowar,2016,Kharif     ,Haryana,52800,28200,8091600,18480,0.576666667
Maize,2016,Kharif     ,Haryana,6300,19500,965475,2205,3.132222222
Masoor,2016,Rabi       ,Haryana,1600,1200,245200,560,0.866666667
Moong(Green Gram),2016,Kharif     ,Haryana,15800,5200,2421350,5530,0.686
Moth,2016,Kharif     ,Haryana,600,100,91950,210,0.21
Onion,2016,Whole Year ,Haryana,28164,650394,4316133,9857.4,24.83
Peas & beans (Pulses),2016,Kharif     ,Haryana,14225,105318,2179981.25,4978.75,8.504761905
Peas & beans (Pulses),2016,Rabi       ,Haryana,3800,4700,582350,1330,1.257142857
Potato,2016,Whole Year ,Haryana,32832,811499,5031504,11491.2,24.84571429
Rapeseed &Mustard,2016,Rabi       ,Haryana,504000,933100,77238000,176400,1.702857143
Rice,2016,Kharif     ,Haryana,1384700,4451000,212205275,484645,2.9505
Sesamum,2016,Kharif     ,Haryana,1600,1320,245200,560,0.8275
Sugarcane,2016,Whole Year ,Haryana,101500,8167000,15554875,35525,77.64055556
Sunflower,2016,Kharif     ,Haryana,8600,12100,1317950,3010,1.72
Turmeric,2016,Whole Year ,Haryana,1885,23797,288876.25,659.75,12.551
Urad,2016,Kharif     ,Haryana,1320,600,202290,462,1.5825
Wheat,2016,Rabi       ,Haryana,2542100,12310000,389576825,889735,4.744761905
other oilseeds,2016,Rabi       ,Haryana,1300,1500,199225,455,1.066666667
Arhar/Tur,2016,Kharif     ,Himachal Pradesh,11,2,1685.75,3.85,0.37
Bajra,2016,Kharif     ,Himachal Pradesh,157,77,24060.25,54.95,0.58
Barley,2016,Rabi       ,Himachal Pradesh,19943,18125,3056264.75,6980.05,0.925454545
Coriander,2016,Rabi       ,Himachal Pradesh,104,14,15938,36.4,0.207142857
Cotton(lint),2016,Kharif     ,Himachal Pradesh,30,12,4597.5,10.5,0.37
Dry chillies,2016,Kharif     ,Himachal Pradesh,445,143,68196.25,155.75,0.306
Garlic,2016,Rabi       ,Himachal Pradesh,3342,912,512161.5,1169.7,0.417777778
Gram,2016,Rabi       ,Himachal Pradesh,467,204,71567.75,163.45,0.35
Groundnut,2016,Kharif     ,Himachal Pradesh,48,39,7356,16.8,0.815
Horse-gram,2016,Kharif     ,Himachal Pradesh,1696,595,259912,593.6,0.353
Linseed,2016,Rabi       ,Himachal Pradesh,417,114,63905.25,145.95,0.195
Maize,2016,Kharif     ,Himachal Pradesh,262595,483441,40242683.75,91908.25,2.094166667
Masoor,2016,Rabi       ,Himachal Pradesh,486,150,74479.5,170.1,0.475555556
Moong(Green Gram),2016,Kharif     ,Himachal Pradesh,71,25,10880.75,24.85,0.282857143
Moth,2016,Kharif     ,Himachal Pradesh,15,4,2298.75,5.25,0.176666667
Other Kharif pulses,2016,Kharif     ,Himachal Pradesh,1727,495,264662.75,604.45,0.35
Peas & beans (Pulses),2016,Kharif     ,Himachal Pradesh,612,914,93789,214.2,1.316666667
Peas & beans (Pulses),2016,Rabi       ,Himachal Pradesh,7156,10189,1096657,2504.6,1.144545455
Potato,2016,Kharif     ,Himachal Pradesh,6448,64460,988156,2256.8,11.604
Potato,2016,Rabi       ,Himachal Pradesh,3407,23691,522122.75,1192.45,4.691
Ragi,2016,Kharif     ,Himachal Pradesh,1867,1958,286117.75,653.45,0.852857143
Rapeseed &Mustard,2016,Rabi       ,Himachal Pradesh,7129,1692,1092519.25,2495.15,0.3
Rice,2016,Kharif     ,Himachal Pradesh,70855,103557,10858528.75,24799.25,1.559090909
Sannhamp,2016,Kharif     ,Himachal Pradesh,5,1,766.25,1.75,0.125
Sesamum,2016,Kharif     ,Himachal Pradesh,2715,861,416073.75,950.25,0.322222222
Small millets,2016,Kharif     ,Himachal Pradesh,5045,3656,773146.25,1765.75,0.74
Soyabean,2016,Kharif     ,Himachal Pradesh,512,915,78464,179.2,1.522857143
Sugarcane,2016,Whole Year ,Himachal Pradesh,1953,47999,299297.25,683.55,17.29142857
Turmeric,2016,Kharif     ,Himachal Pradesh,136,81,20842,47.6,0.59875
Urad,2016,Kharif     ,Himachal Pradesh,9124,3682,1398253,3193.4,0.528181818
Wheat,2016,Rabi       ,Himachal Pradesh,325910,331303,49945707.5,114068.5,1.0275
Arhar/Tur,2016,Kharif     ,Madhya Pradesh,692000,871000,106049000,242200,1.214324324
Bajra,2016,Kharif     ,Madhya Pradesh,279000,776000,42756750,97650,2.052222222
Banana,2016,Whole Year ,Madhya Pradesh,26969.8,1873689,4133121.85,9439.43,44.61416667
Barley,2016,Kharif     ,Madhya Pradesh,116100,384790,17792325,40635,3.232105263
Coriander,2016,Whole Year ,Madhya Pradesh,275762.83,387428,42260653.7,96516.9905,1.590612245
Cotton(lint),2016,Kharif     ,Madhya Pradesh,600000,947000,91950000,210000,1.417
Dry chillies,2016,Whole Year ,Madhya Pradesh,98537.8,303625,15100917.85,34488.23,3.738372093
Garlic,2016,Whole Year ,Madhya Pradesh,156880.15,1716856,24041882.99,54908.0525,11.132
Ginger,2016,Whole Year ,Madhya Pradesh,23153.07,372640,3548207.978,8103.5745,16.16854167
Gram,2016,Rabi       ,Madhya Pradesh,3223000,4546000,493924750,1128050,1.435098039
Groundnut,2016,Kharif     ,Madhya Pradesh,254000,377000,38925500,88900,1.393157895
Horse-gram,2016,Kharif     ,Madhya Pradesh,13000,6420,1992250,4550,0.484
Jowar,2016,Kharif     ,Madhya Pradesh,221000,438000,33868250,77350,1.761666667
Jute,2016,Kharif     ,Madhya Pradesh,6000,6000,919500,2100,1
Linseed,2016,Rabi       ,Madhya Pradesh,119000,58000,18236750,41650,0.558823529
Maize,2016,Kharif     ,Madhya Pradesh,1264000,4300000,193708000,442400,2.479130435
Masoor,2016,Rabi       ,Madhya Pradesh,575000,651000,88118750,201250,1.0490625
Mesta,2016,Kharif     ,Madhya Pradesh,2000,1439,306500,700,0.65125
Moong(Green Gram),2016,Kharif     ,Madhya Pradesh,224000,131000,34328000,78400,0.576956522
Niger seed,2016,Kharif     ,Madhya Pradesh,73000,26591,11187250,25550,0.364545455
Onion,2016,Whole Year ,Madhya Pradesh,150839.21,3821047,23116108.93,52793.7235,23.96137255
Other  Rabi pulses,2016,Rabi       ,Madhya Pradesh,29000,25700,4444250,10150,0.874444444
Other Cereals,2016,Kharif     ,Madhya Pradesh,52000,41700,7969000,18200,0.795625
Other Cereals,2016,Rabi       ,Madhya Pradesh,4200,3980,643650,1470,0.724615385
Other Kharif pulses,2016,Kharif     ,Madhya Pradesh,2000,2000,306500,700,1
Peas & beans (Pulses),2016,Rabi       ,Madhya Pradesh,507000,522000,77697750,177450,0.9696
Potato,2016,Whole Year ,Madhya Pradesh,159997.16,3460981,24519564.77,55999.006,21.3086
Rapeseed &Mustard,2016,Rabi       ,Madhya Pradesh,711000,920987,108960750,248850,1.045294118
Rice,2016,Kharif     ,Madhya Pradesh,2260000,5400540,346345000,791000,2.040294118
Safflower,2016,Rabi       ,Madhya Pradesh,29480,14770,4517810,10318,0.666666667
Sesamum,2016,Whole Year ,Madhya Pradesh,382000,166420,58541500,133700,0.497307692
Small millets,2016,Kharif     ,Madhya Pradesh,132000,131620,20229000,46200,1.1425
Soyabean,2016,Kharif     ,Madhya Pradesh,5402000,6650000,827856500,1890700,1.172222222
Sugarcane,2016,Whole Year ,Madhya Pradesh,91930,4726000,14088272.5,32175.5,30.362
Sunflower,2016,Rabi       ,Madhya Pradesh,1520,1520,232940,532,1
Sweet potato,2016,Whole Year ,Madhya Pradesh,4432.2,63449,679234.65,1551.27,17.19387097
Turmeric,2016,Whole Year ,Madhya Pradesh,12876.75,229581,1973361.938,4506.8625,19.30891304
Urad,2016,Kharif     ,Madhya Pradesh,1168000,1064000,178996000,408800,0.914318182
Wheat,2016,Rabi       ,Madhya Pradesh,6423000,21916000,984324750,2248050,3.294509804
Arhar/Tur,2016,Kharif     ,Maharashtra,1435643,2089252,220012289.8,502475.05,1.184411765
Bajra,2016,Kharif     ,Maharashtra,837081,799743,128282663.3,292978.35,0.649090909
Castor seed,2016,Kharif     ,Maharashtra,7049,2074,1080259.25,2467.15,0.379473684
Cotton(lint),2016,Kharif     ,Maharashtra,4212480,10754986,645562560,1474368,2.6268
Gram,2016,Rabi       ,Maharashtra,1929130,1940925,295639172.5,675195.5,0.9825
Groundnut,2016,Kharif     ,Maharashtra,235080,286827,36026010,82278,0.95625
Groundnut,2016,Summer     ,Maharashtra,120010,133475,18391532.5,42003.5,1.325
Jowar,2016,Kharif     ,Maharashtra,603420,575376,92474115,211197,0.926153846
Jowar,2016,Rabi       ,Maharashtra,3012030,1963350,461593597.5,1054210.5,0.906153846
Linseed,2016,Rabi       ,Maharashtra,14203,3354,2176609.75,4971.05,0.339333333
Maize,2016,Kharif     ,Maharashtra,658330,2136362,100889072.5,230415.5,2.413448276
Maize,2016,Rabi       ,Maharashtra,344895,1084699,52855158.75,120713.25,2.637857143
Maize,2016,Summer     ,Maharashtra,50200,107630,7693150,17570,1.8748
Moong(Green Gram),2016,Kharif     ,Maharashtra,444267,260048,68083917.75,155493.45,0.5925
Niger seed,2016,Kharif     ,Maharashtra,14052,2320,2153469,4918.2,0.175263158
Other  Rabi pulses,2016,Rabi       ,Maharashtra,122180,69160,18724085,42763,0.511851852
Other Cereals,2016,Kharif     ,Maharashtra,44130,24148,6762922.5,15445.5,0.484230769
Other Cereals,2016,Rabi       ,Maharashtra,10612,4166,1626289,3714.2,0.437058824
Other Cereals,2016,Summer     ,Maharashtra,29240,44420,4481030,10234,1.669230769
Other Kharif pulses,2016,Kharif     ,Maharashtra,87140,40031,13354205,30499,0.476896552
Other Summer Pulses,2016,Summer     ,Maharashtra,2170,1443,332552.5,759.5,0.68875
Ragi,2016,Kharif     ,Maharashtra,92825,111073,14225431.25,32488.75,1.089285714
Rapeseed &Mustard,2016,Rabi       ,Maharashtra,9233,3317,1414957.25,3231.55,0.369615385
Rice,2016,Kharif     ,Maharashtra,1465730,3419021,224623122.5,513005.5,1.664444444
Rice,2016,Summer     ,Maharashtra,69640,161900,10672330,24374,2.369166667
Safflower,2016,Rabi       ,Maharashtra,75670,52430,11596427.5,26484.5,0.672222222
Sesamum,2016,Kharif     ,Maharashtra,29178,6786,4471528.5,10212.3,0.2625
Sesamum,2016,Rabi       ,Maharashtra,2332,55588,357379,816.2,32.58882353
Sesamum,2016,Summer     ,Maharashtra,1984,409,304048,694.4,0.188888889
Soyabean,2016,Kharif     ,Maharashtra,3840840,4586715,588608730,1344294,1.27
Sugarcane,2016,Whole Year ,Maharashtra,633269,54236984,97048474.25,221644.15,69.409
Sunflower,2016,Kharif     ,Maharashtra,21076,5877,3229897,7376.6,0.295
Sunflower,2016,Rabi       ,Maharashtra,37238,28440,5706723.5,13033.3,0.789130435
Sunflower,2016,Summer     ,Maharashtra,680,869,104210,238,0.804
Tobacco,2016,Whole Year ,Maharashtra,800,1100,122600,280,1.38
Urad,2016,Kharif     ,Maharashtra,337944,183121,51789918,118280.4,0.577878788
Wheat,2016,Rabi       ,Maharashtra,1272006,2214012,194934919.5,445202.1,1.73483871
other oilseeds,2016,Summer     ,Maharashtra,281,104,43063.25,98.35,0.326
Arhar/Tur,2016,Kharif     ,Manipur,533,603,81682.25,186.55,1.128888889
Banana,2016,Whole Year ,Manipur,8194,109822,1255730.5,2867.9,13.55111111
Cashewnut,2016,Whole Year ,Manipur,31,19,4750.75,10.85,0.585
Cowpea(Lobia),2016,Kharif     ,Manipur,962,1090,147426.5,336.7,1.15
Dry chillies,2016,Whole Year ,Manipur,359,2560,55016.75,125.65,7.546666667
Ginger,2016,Kharif     ,Manipur,5620,52433,861265,1967,11.48111111
Gram,2016,Rabi       ,Manipur,791,738,121220.75,276.85,0.93
Groundnut,2016,Kharif     ,Manipur,3380,2986,517985,1183,0.885555556
Maize,2016,Kharif     ,Manipur,19740,41800,3025155,6909,2.102222222
Maize,2016,Rabi       ,Manipur,7060,17000,1081945,2471,2.412222222
Masoor,2016,Rabi       ,Manipur,699,659,107121.75,244.65,0.94
Moong(Green Gram),2016,Kharif     ,Manipur,451,496,69115.75,157.85,1.094444444
Other  Rabi pulses,2016,Rabi       ,Manipur,6320,5903,968540,2212,0.931111111
Other Kharif pulses,2016,Kharif     ,Manipur,1531,1717,234625.75,535.85,1.138888889
Peas & beans (Pulses),2016,Rabi       ,Manipur,18320,17031,2807540,6412,0.925555556
Potato,2016,Whole Year ,Manipur,15250,126860,2337062.5,5337.5,8.3
Rapeseed &Mustard,2016,Rabi       ,Manipur,29130,24900,4464172.5,10195.5,0.853333333
Rice,2016,Kharif     ,Manipur,244000,645600,37393000,85400,2.313333333
Soyabean,2016,Kharif     ,Manipur,5100,4326,781575,1785,0.845555556
Sugarcane,2016,Whole Year ,Manipur,6000,348000,919500,2100,54.38111111
Turmeric,2016,Whole Year ,Manipur,2591,29892,397070.75,906.85,11.78333333
Urad,2016,Kharif     ,Manipur,1443,1644,221139.75,505.05,1.144444444
Wheat,2016,Rabi       ,Manipur,2250,5620,344812.5,787.5,2.503333333
Arhar/Tur,2016,Kharif     ,Mizoram,272,266,41684,95.2,1.191428571
Arhar/Tur,2016,Rabi       ,Mizoram,46,41,7049.5,16.1,0.89
Cotton(lint),2016,Kharif     ,Mizoram,71,24,10880.75,24.85,0.426666667
Cowpea(Lobia),2016,Kharif     ,Mizoram,1096,1233,167962,383.6,1.1375
Cowpea(Lobia),2016,Rabi       ,Mizoram,115,126,17623.75,40.25,1.1525
Maize,2016,Kharif     ,Mizoram,5481,8443,839963.25,1918.35,1.665
Maize,2016,Rabi       ,Mizoram,298,468,45668.5,104.3,1.73
Onion,2016,Rabi       ,Mizoram,35,127,5363.75,12.25,3.63
Other  Rabi pulses,2016,Rabi       ,Mizoram,1217,1964,186505.25,425.95,1.76875
Other Kharif pulses,2016,Kharif     ,Mizoram,784,1144,120148,274.4,1.33625
Potato,2016,Kharif     ,Mizoram,106,437,16244.5,37.1,3.75
Potato,2016,Rabi       ,Mizoram,43,250,6589.75,15.05,5.81
Rapeseed &Mustard,2016,Rabi       ,Mizoram,326,327,49959.5,114.1,0.91
